folder,param1,param2,csv_name,c,d,Best_Mu,P_at_BestMu,Delta_at_BestMu
0.8_-18_-56,-18,-56,CHEES_-35_5700.csv,-35,5700,1.20720850850524,2.63302695963734,2.49889268091454
0.8_-16_-56,-16,-56,CHEES_-35_5700.csv,-35,5700,1.2073454756882,2.61183781788351,2.47768832058482
0.8_-26_-56,-26,-56,CHEES_-35_5700.csv,-35,5700,1.20809188961825,2.6157926469554,2.4815602147756
0.8_-14_-56,-14,-56,CHEES_-35_5700.csv,-35,5700,1.20856711782385,2.62116922180451,2.48688398649075
0.8_-12_-56,-12,-56,CHEES_-35_5700.csv,-35,5700,1.2095271476902,2.61399076276997,2.47959885747106
0.8_-10_-56,-10,-56,CHEES_-35_5700.csv,-35,5700,1.21053281215724,2.62282152042177,2.48831787462652
0.8_-8_-56,-8,-56,CHEES_-35_5600.csv,-35,5600,1.21216894696432,2.65315669496139,2.51847125640979
0.8_-28_-56,-28,-56,CHEES_-35_5700.csv,-35,5700,1.21260643594244,2.62798504883603,2.49325100039798
0.8_-7_-56,-7,-56,CHEES_-35_5700.csv,-35,5700,1.21268945907899,2.63001822359514,2.49527495036414
0.8_-6_-56,-6,-56,CHEES_-35_5700.csv,-35,5700,1.21317894253794,2.61688757344764,2.48208991316565
0.8_-5_-56,-5,-56,CHEES_-35_5700.csv,-35,5700,1.21354494501182,2.62667618634961,2.49183785912607
0.8_-30_-56,-30,-56,CHEES_-35_5800.csv,-35,5800,1.22141512069943,2.63898257688957,2.50326978570075
0.8_-22_-58,-22,-58,CHEES_-35_5700.csv,-35,5700,1.22348563136318,2.58525543005864,2.44931258212939
0.8_-18_-58,-18,-58,CHEES_-35_5700.csv,-35,5700,1.22428460992906,2.59288067692045,2.456849053595
0.8_-20_-58,-20,-58,CHEES_-35_5700.csv,-35,5700,1.22447016379009,2.5980340668904,2.46198182646928
